C1 C2 C3 C4 C5 C6 C7 C8 C9 C10 C11 C12 C13 C14 C15 C16 C17 C18 C19 C20 C21 C22 C23 C24 C25 C26 C27 C28 C29 C30 C31 C32 C33 C34 C35 C36 C37 C38 C39 C40 C41 C42 C43 C44 C45 C46 C47 C48 C49 C50
-0.19824033325 -0.25884851921 1.29742330517 0.04194009721 0.06603391856 0.0901817502 0.31852237992 -0.24263867252 0.57574629039 0.92901251053 -0.186448714 -0.15697575262 -0.14377375933 0.04043224792 -0.09209778977 0.1367074213 -0.09016448591 -0.24649352991 -0.46367586571 -0.30403479257 -0.1680982969 -0.31465045369 -0.24600856733 -0.00995306869 -0.03931201954 0.01379414232 0.20440701492 0.01084515755 -0.156892518 -0.42045485396 -0.01248721342 0.19361355027 -0.1418206381 -0.2043678092 0.20638330884 -0.24932598478 -0.30907306422 0.06022483437 0.24424902531 -0.12517927116 -0.16561657111 -0.33985401033 -0.74891812939 0.36231521766 -0.34182059829 -0.34476059177 0.10870419388 0.09355769831 -0.08790722932 -0.04816332703
-0.32127593922 0.04965043519 1.52750412357 0.04550146096 -0.13069340955 -0.23929486268 -0.19573685368 0.02287835261 -0.282834776 -0.2717981842 0.51130820784 -0.04599201178 0.03586420977 -0.16346176483 0.55938743951 -0.00791701211 0.10133458029 -0.06666823248 0.48599116544 0.07737193026 0.0597731382 0.7342589998 -0.05123263344 0.17923969756 0.32703144884 0.15948472516 -0.05088219667 0.40236822954 -0.14970312853 0.13866062365 -0.14140532375 0.08481390529 -0.22835929283 -0.23564815849 -0.00292990871 -0.00020484774 0.59118917939 -0.02474456496 -0.76888362119 0.10886846549 -0.0681662959 -0.59756490641 0.46874490337 0.19617768899 0.116498243 0.0874072765 0.16298759432 -0.1855962147 0.10496605725 0.03311666454
-0.89618956836 -0.2082694151 0.83338920376 -0.12484128176 -0.61928556697 0.09729483844 0.29995021603 -0.0264948512 0.02362756813 0.80841091326 -0.08849276565 0.07258677464 0.19313245819 -0.05165117364 -0.22237497428 -0.1929559889 -0.35803945633 -0.00381833985 0.04093246014 -0.11410648255 -0.08136392626 -0.56537422336 -0.10480257871 -0.07773312296 -0.23545791346 0.10353475729 0.0084131475 0.63796217961 -0.05321855228 -0.08121105954 0.03318805502 -0.10751927869 0.01683632448 0.032832015 -0.189955547 0.23831702631 -0.246321181 -0.07163392649 0.01551137496 0.02885457509 -0.04735874238 0.73355114618 0.1084339422 0.07566124829 0.10307447764 -0.3044055721 0.67986152278 0.13571312145 -0.09976774073 -0.11419228998
-0.00847565279 0.15470277072 0.26226553399 -0.00364302721 0.17093693963 -0.02712309333 0.45272672284 0.45073497495 0.43844351498 -0.09979743543 0.06954247454 -0.00175630953 0.02779461731 0.3135926807 -0.22443072465 -0.27226696963 0.23133798005 0.14266417774 -0.25275399405 0.02411042422 0.05687414688 -0.18666212678 0.32947132643 -0.0237859228 -0.40429818386 0.2257675688 0.57242365992 0.19816516304 0.13045879815 0.0869680495 0.0185395967 0.2153838004 0.24540544416 0.34505989272 0.12169304186 0.62199190156 0.56200924797 0.00009991057 -0.2051913168 0.20235154606 0.19970544397 1.26538240888 0.42011199046 0.00963769314 0.02868441131 0.26790490685 0.05571388982 -0.1725869906 0.01705177034 -0.18097480908
-0.52438207799 0.19822901217 1.19583036534 -0.04283847354 -0.40403188839 0.05460596083 -0.06520540052 0.71418159585 -0.18068224801 -0.19277133457 0.14328171294 0.15662066216 0.49320812146 -0.12910445808 0.49989771683 -0.29994802319 -0.47130188021 0.3962773223 0.7733508079 0.2599959497 0.23643549386 -0.63878663497 0.65113475445 0.11487869134 0.34859970821 0.37374561122 0.08405561098 1.82198849292 0.19478589744 0.28840299563 0.34724205632 -0.05312379751 0.74627259963 -0.07810887461 0.63492081636 -0.18165393887 -0.71259077539 0.01284627627 0.25013213496 0.00691243682 0.06767765107 0.25729657531 0.55804492676 0.44622354639 0.07006412354 0.21524686264 -0.70380805995 0.14036737162 0.24397521845 0.27950163463
0.23387312884 -0.11317690779 0.64984994477 -0.07093586693 0.30837336287 -0.11099037926 0.13615926552 -0.0029158932 -0.88605785469 -0.10977114259 -0.20784778989 -0.12434919116 -0.09261858048 -0.38713395691 0.4062999147 0.04186663861 0.13060887197 0.07636645662 0.16687123435 -0.02413017886 -0.13533876286 -0.33813427766 0.04650182021 -0.00483490476 0.40265807941 0.34558367559 -0.08362503977 1.38943668562 -0.1880785478 0.12280566976 -0.18644690781 -0.12827010476 0.21136208546 -0.24169268661 -0.03237940844 -0.11678246463 -0.26612741082 -0.06672602292 -0.2577952083 -0.07937822854 -0.05390918195 -0.2851486465 0.25319696566 0.24621515 0.16601142447 -0.08108290364 0.37095529602 -0.12874903937 0.05931063026 0.12775498161
-0.23458885217 0.27120910755 1.18926694272 -0.10301740165 -0.19022603474 -0.19331190446 1.46441459191 0.23292102166 -0.49970143824 -0.15755799231 -0.01295521835 -0.11172295723 0.07015985853 0.21047627371 0.3385312497 0.01235319865 0.01409656318 0.03062683815 0.66684692248 -0.09994013092 -0.00471239188 1.0384336457 -0.17998573568 0.14488364452 0.48527872731 0.17401857774 -0.13226156387 -0.00756933382 0.15951433047 0.37627938033 -0.15735781936 0.36323378187 0.1401730808 0.20106810812 0.05560620996 -0.08297055263 0.79421476143 0.02491980861 -0.18929309907 0.00920872135 0.09347626885 -0.77567937284 0.14138489711 0.67688947365 0.43982658981 0.13566275317 -0.78691756974 -0.02469540444 0.16467853085 0.07432576166
0.8702001869 0.67179719051 1.91807522423 -0.07219872701 0.49621606537 0.04341796549 0.32374427601 0.225796451 -0.97729575765 0.7138912037 0.12236346135 0.17080508806 0.27617693158 0.00141744733 0.1346791648 0.49094757995 0.05787280678 0.5773255828 0.57695434422 0.28038668463 0.20060992689 0.69446128863 0.51495262885 0.01245806762 0.30251516572 0.42332641289 -0.06911063571 0.14295926849 0.02085368896 0.35091631677 0.28232593342 -0.07579704319 0.40707987119 0.39840441813 0.22361924625 0.05673268476 0.46959183444 0.01101831156 0.67247932 0.28930086441 0.27839569008 -0.35963177456 -0.06170306596 0.38171721557 0.31633473129 0.50003137692 0.10301241556 0.32908500512 0.10243006402 -0.16316152967
0.84836219791 0.0249264934 1.06214816587 0.05453799242 0.81142555141 0.16638378809 0.79531671805 0.67213242253 0.06129876075 0.02689994375 0.57016144227 0.1464151355 0.22914217698 0.03079151198 0.50728130667 0.24194120463 -0.76056914623 0.23663913704 -0.10318231354 0.40666714375 0.48621656777 -0.04670565951 0.57415360454 0.11712196318 0.18992878019 0.72989602574 0.0647553142 1.24852674331 0.32869583955 0.12160483986 0.40705651701 0.20018682905 0.37923844186 0.16375496055 0.15329752521 -0.02198923037 -0.12346170102 -0.08642708993 0.09802767645 -0.03594443753 0.06323932409 0.18211616674 0.20174598592 0.35109207877 -0.34898983098 0.23451190981 0.49614706355 0.22543747454 0.29071364342 0.01199946953
0.08903850142 0.50726444423 0.91394286976 -0.08976238367 -0.28951195923 0.16316743485 0.45674463673 0.31685371474 0.06110309634 0.17707531089 0.70083471005 -0.05325445787 0.08765850577 0.05891406067 -0.16024917571 -0.15088377531 0.31483997329 0.26200213545 -0.12006848138 0.40509618308 0.33982614711 0.56637489208 0.40127421977 0.09746772581 0.07215575938 0.03593403435 0.28899724249 1.15163971297 -0.07074043481 -0.14733733929 0.32474994544 -0.11876289757 0.38461221524 -0.42615090403 0.11975838155 0.23823430633 0.93993954067 -0.01586456079 -0.02442820784 0.32720148172 0.24063889243 0.65323818 0.67031909317 -0.16327240089 -0.035063592 0.60163440671 0.57794109832 -0.0291286788 0.05626688717 -0.00651619823
-0.02749756124 -0.45278077483 1.43887217199 0.13977476715 0.1086731626 0.05926736043 0.58171267516 -0.14832524791 -0.79626844783 0.08291447693 0.06348498438 -0.05915418602 0.22898077911 -0.10251853208 0.22115340908 -0.15451791032 -0.00179439201 -0.03724307153 0.30876166323 0.06653740519 -0.00677420609 0.53211942024 0.20052394942 0.02579932528 0.08615067349 -0.13702737223 -0.28540904264 1.67897232025 -0.00939244783 0.04120144341 -0.2292224367 -0.13056741612 -0.2946362059 0.05946415138 -0.1682408446 -0.0205140032 -0.07355641385 -0.00278355948 0.40264615046 0.07637759549 -0.14348036155 -0.0826023594 -0.07320013438 -0.23368333401 0.03338920958 -0.09946663661 1.10666938351 0.03701936259 0.03843692109 -0.05906980359
0.76909033713 -0.02744775576 1.28636567314 0.13062649965 0.57082617885 0.03298790978 0.19038081901 -0.09493230509 -0.74502994406 0.00454700123 0.16165207647 -0.10486653484 -0.07718657103 0.03857712457 -0.39091861929 0.24237097914 -0.06896656096 -0.22037806232 0.04011603274 -0.32202910674 0.0560295375 0.48934806113 0.79241488933 -0.11743201648 0.09924986497 0.21069341629 0.1324547816 0.91509329919 0.08480745362 0.03656353754 -0.28071017108 0.41120972802 0.15887945631 -0.0209351254 -0.29615746706 0.30430878386 0.27153134445 -0.05651517603 0.23489113743 -0.17353576589 -0.00107270044 0.48781313306 0.13200718402 -0.05552002147 0.1154990012 -0.06753464663 0.70062400349 0.40890219483 0.01799100093 0.02188569337
